Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress,education_category,party_simplified,gender_simplified,education_ordered
Cochran,William,Thad,,Thad,12/07/1937,05/30/2019,2,U.S. Senator,Republican,MS,,01/03/1979,04/01/2018,Baptist,White,Professional degree,Law,,,,,Navy,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Cole,Thomas,J.,,Tom,04/28/1949,,2,U.S. Representative,Republican,OK,4,01/20/2003,01/03/2023,Methodist,Native American,Doctorate degree,Education,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Cole,Thomas,J.,,Tom,04/28/1949,,2,U.S. Representative,Republican,OK,4,01/20/2003,01/03/2025,Methodist,Native American,Doctorate degree,Education,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Coleman,Norman,,Jr.,,08/17/1949,,2,U.S. Senator,Republican,MN,,01/03/2003,01/05/2009,Jewish,White,Professional degree,Construction/building trades,Law,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Collins,Michael,Allen,,Mac,10/15/1944,11/27/2018,2,U.S. Representative,Republican,GA,8,01/03/2003,01/03/2005,Methodist,White,High School graduate,Business or banking,,,,,National Guard,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Collins,Susan,Margaret,,,12/07/1952,,1,U.S. Senator,Republican,ME,,01/20/1997,01/03/2027,Roman Catholic,White,Bachelor's degree,Business or banking,Congressional Aide,Public service/politics,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Combest,Larry,Ed,,,03/20/1945,,2,U.S. Representative,Republican,TX,19,01/03/1985,06/05/2003,Methodist,White,Bachelor's degree,Agriculture,Business or banking,Congressional Aide,Education,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Conrad,Kent,,,,05/12/1948,,2,U.S. Senator,Democrat,ND,,01/06/1987,01/03/2013,Unitarian,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Conyers,John,,Jr.,,05/16/1929,10/27/2019,2,U.S. Representative,Democrat,MI,14,01/05/1993,01/03/2013,Baptist,African American,Bachelor's degree,Law,Public service/politics,,,,Army,National Guard,Reserve,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Cooper,James,Hayes Shofner,,Jim,06/19/1954,,2,U.S. Representative,Democrat,TN,5,01/20/2003,01/03/2023,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Cornyn,John,,,,02/02/1952,,2,U.S. Senator,Republican,TX,,12/02/2002,01/03/2027,Church of Christ,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Corzine,Jon,Stevens,,,01/01/1947,,2,U.S. Senator,Democrat,NJ,,01/03/2001,01/02/2007,Methodist,White,Master's degree,,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Costello,Jerry,F.,,,09/25/1949,,2,U.S. Representative,Democrat,IL,12,01/04/1993,01/03/2013,Roman Catholic,White,Master's degree,Law Enforcement,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Cox,Charles,Christopher,,Chris,10/16/1952,,2,U.S. Representative,Republican,CA,48,01/03/2003,08/02/2005,Roman Catholic,White,Professional degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Craig,Larry,E.,,,07/20/1945,,2,U.S. Senator,Republican,ID,,01/03/1991,01/02/2009,Methodist,White,Bachelor's degree,Agriculture,Real Estate,,,,National Guard,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Cramer,Robert,E.,,Bud,08/22/1947,,2,U.S. Representative,Democrat,AL,5,01/03/1991,01/05/2009,Methodist,White,Bachelor's degree,Education,Law,,,,Army,Reserve,Reserve,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Crane,Philip,Miller,,,11/03/1930,11/08/2014,2,U.S. Representative,Republican,IL,8,01/05/1993,01/02/2005,Protestant,Not specified,Doctorate degree,Acting/entertainer,Business or banking,Education,,,Army,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Crapo,Michael,D.,,,05/20/1951,,2,U.S. Senator,Republican,ID,,01/20/1999,01/03/2029,Mormon,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Crenshaw,Ander,,,,11/01/1944,,2,U.S. Representative,Republican,FL,4,01/03/2001,01/03/2017,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Crowley,Joseph,,,,03/16/1962,,2,U.S. Representative,Democrat,NY,7,01/03/1999,01/03/2013,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Cubin,Barbara,,,,11/30/1946,,1,U.S. Representative,Republican,WY,AL,01/04/1995,01/05/2009,Episcopalian,White,Bachelor's degree,Medicine,Real Estate,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Culberson,John,,,,08/24/1956,,2,U.S. Representative,Republican,TX,7,01/03/2001,01/03/2019,Methodist,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Cummings,Elijah,E.,,,01/18/1951,10/17/2019,2,U.S. Representative,Democrat,MD,7,04/16/1996,10/17/2019,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Cunningham,Randy,,,Duke,12/08/1941,,2,U.S. Representative,Republican,CA,50,01/03/2003,12/01/2005,Baptist,White,Professional degree,Business or banking,Military,,,,Navy,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Daschle,Thomas,Andrew,,,12/09/1947,,2,U.S. Senator,Democrat,SD,,01/06/1987,01/03/2005,Roman Catholic,White,Bachelor's degree,Congressional Aide,,,,,Air Force,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Davis,Artur,,,,04/09/1967,,2,U.S. Representative,Democrat,AL,7,01/03/2003,01/03/2011,Not specified,African American,Professional degree,Journalism,Law,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Davis,Danny,K.,,,09/06/1941,,2,U.S. Representative,Democrat,IL,7,01/07/1997,01/03/2025,Baptist,African American,Doctorate degree,Education,Medicine,Public service/politics,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Davis,Jim,,,,10/11/1957,,2,U.S. Representative,Democrat,FL,11,01/07/1997,01/03/2007,Episcopalian,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Davis,Jo Ann,S.,,,06/29/1950,10/06/2007,1,U.S. Representative,Republican,VA,1,01/03/2001,01/05/2009,Assembly of God,White,High School graduate,,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Davis,Lincoln,E,,,09/13/1943,,2,U.S. Representative,Democrat,TN,4,01/03/2003,01/03/2011,Baptist,White,Bachelor's degree,Business or banking,Construction/building trades,Engineering,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Davis,Susan,A.,,,04/13/1944,,1,U.S. Representative,Democrat,CA,53,01/03/2003,01/03/2021,Jewish,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Davis,Thomas,M.,III,,01/05/1949,,2,U.S. Representative,Republican,VA,11,01/04/1995,01/05/2009,Christian Scientist,White,Professional degree,Business or banking,Law,Public service/politics,,,National Guard,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Dayton,Mark,,,,01/26/1947,,2,U.S. Senator,Democrat,MN,,01/03/2001,01/02/2007,Presbyterian,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Deal,John,Nathan,,,08/25/1942,,2,U.S. Representative,Republican,GA,10,01/03/2003,01/03/2007,Baptist,White,Professional degree,Law,,,,,Army,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
DeFazio,Peter,A.,,,05/27/1947,,2,U.S. Representative,Democrat,OR,4,01/06/1987,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Air Force,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
DeGette,Diana,,,,07/29/1957,,1,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2023,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
DeGette,Diana,,,,07/29/1957,,1,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2025,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Delahunt,William,D.,,Bill,07/18/1941,,2,U.S. Representative,Democrat,MA,10,01/07/1997,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Coast Guard,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
DeLauro,Rosa,L.,,,03/02/1943,,1,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
DeLauro,Rosa,L.,,,03/02/1943,,1,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2025,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
DeLay,Thomas,D.,,Tom,04/08/1947,,2,U.S. Representative,Republican,TX,22,01/03/1985,06/09/2006,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
DeMint,James,W,,,09/02/1951,,2,U.S. Representative,Republican,SC,4,01/03/1999,01/03/2005,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Deutsch,Peter,,,,04/01/1957,,2,U.S. Representative,Democrat,FL,20,01/05/1993,01/03/2005,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
DeWine,Michael,,,,01/05/1947,,2,U.S. Senator,Republican,OH,,01/04/1995,01/03/2007,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Diaz-Balart,Lincoln,,,,08/13/1954,,2,U.S. Representative,Republican,FL,21,01/05/1993,01/03/2011,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Diaz-Balart,Mario,,,,09/25/1961,,2,U.S. Representative,Republican,FL,25,01/03/2003,01/03/2011,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Dicks,Norman,DeValois,,,12/16/1940,,2,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Dingell,John,David,Jr.,,07/08/1926,,2,U.S. Representative,Democrat,MI,15,01/03/2003,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Army,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Dodd,Christopher,J.,,,05/27/1944,,2,U.S. Senator,Democrat,CT,,01/05/1981,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Doggett,Lloyd,,,,10/06/1946,,2,U.S. Representative,Democrat,TX,10,01/04/1995,01/03/2005,Methodist,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Dole,Elizabeth,Hanford,,Liddy,07/29/1936,,1,U.S. Senator,Republican,NC,,01/03/2003,01/05/2009,Methodist,White,Professional degree,Law,Medicine,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Domenici,Pete,Vichi,,,05/07/1932,09/13/2017,2,U.S. Senator,Republican,NM,,01/03/1973,01/02/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Dooley,Calvin,M.,,Cal,01/11/1954,,2,U.S. Representative,Democrat,CA,20,01/05/1993,01/02/2005,Methodist,White,Master's degree,Agriculture,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Doolittle,John,T.,,,10/30/1950,,2,U.S. Representative,Republican,CA,4,01/05/1993,01/05/2009,Mormon,White,Professional degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Dorgan,Byron,Leslie,,,05/14/1942,,2,U.S. Senator,Democrat,ND,,01/05/1993,01/03/2011,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Doyle,Michael,F.,Jr.,Mike,08/05/1953,,2,U.S. Representative,Democrat,PA,14,01/03/2003,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Dreier,David,T.,,,07/05/1952,,2,U.S. Representative,Republican,CA,26,01/03/2003,01/03/2013,Christian Scientist,White,Master's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Duncan,John,J.,Jr.,"Jimmy, Jr.",07/21/1947,,2,U.S. Representative,Republican,TN,2,01/03/1989,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Army National Guard,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Dunn,Jennifer,,,,07/29/1941,09/05/2007,1,U.S. Representative,Republican,WA,8,01/05/1993,01/03/2005,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Durbin,Richard,Joseph,,,11/21/1944,,2,U.S. Senator,Democrat,IL,,01/20/1997,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Edwards,John,,,,06/10/1953,,2,U.S. Senator,Democrat,NC,,01/03/1999,01/03/2005,Methodist,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Edwards,Thomas,Chester,,Chet,11/24/1951,,2,U.S. Representative,Democrat,TX,11,01/03/1991,01/03/2005,Methodist,White,Master's degree,Business or banking,Misc.,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Ehlers,Vernon,J.,,,02/06/1934,08/15/2017,2,U.S. Representative,Republican,MI,3,12/07/1993,01/03/2011,Christian,White,Doctorate degree,Education,Medicine,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Emanuel,Rahm,,,,11/29/1959,,2,U.S. Representative,Democrat,IL,5,01/03/2003,01/05/2009,Jewish,White,Master's degree,Congressional Aide,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Emerson,Jo Ann,,,,09/16/1950,,1,U.S. Representative,Republican,MO,8,01/08/1997,01/22/2013,Presbyterian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Engel,Eliot,L.,,,02/18/1947,,2,U.S. Representative,Democrat,NY,17,01/05/1993,01/03/2013,Jewish,White,Professional degree,Education,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
English,Philip,S.,,Phil,06/20/1956,,2,U.S. Representative,Republican,PA,3,01/03/2003,01/05/2009,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Ensign,John,Eric,,,03/25/1958,,2,U.S. Senator,Republican,NV,,01/03/2001,05/03/2011,Christian,White,Professional degree,Business or banking,Medicine,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Enzi,Michael,B.,,,02/01/1944,07/26/2021,2,U.S. Senator,Republican,WY,,01/03/1997,01/03/2021,Presbyterian,White,Master's degree,Business or banking,,,,,Air National Guard-Wyoming,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Eshoo,Anna,G.,,,12/13/1942,,1,U.S. Representative,Democrat,CA,14,01/05/1993,01/03/2013,Roman Catholic,White,Associate degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Etheridge,Bobby,R.,,Bob,08/07/1941,,2,U.S. Representative,Democrat,NC,2,01/07/1997,01/03/2011,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,Public service/politics,,,Army,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Evans,Lane,Allen,,,08/04/1951,,2,U.S. Representative,Democrat,IL,17,01/03/1983,01/03/2007,Roman Catholic,White,Professional degree,Law,,,,,Marine Corps,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Everett,Terry,,,,02/15/1937,,2,U.S. Representative,Republican,AL,2,01/05/1993,01/05/2009,Baptist,White,High School graduate,Agriculture,Business or banking,Journalism,Real Estate,,Air Force,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Farr,Sam,,,,07/04/1941,,2,U.S. Representative,Democrat,CA,17,06/08/1993,01/03/2013,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Fattah,Chaka,,,,11/21/1956,,2,U.S. Representative,Democrat,PA,2,01/04/1995,06/23/2016,Baptist,African American,Master's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Feeney,Thomas,C.,III,,05/21/1958,,2,U.S. Representative,Republican,FL,24,01/03/2003,01/05/2009,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Feingold,Russell,D.,,,03/02/1953,,2,U.S. Senator,Democrat,WI,,01/05/1993,01/03/2011,Jewish,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Feinstein,Dianne,,,,06/22/1933,09/29/2023,1,U.S. Senator,Democrat,CA,,11/04/1992,09/29/2023,Jewish,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Ferguson,Mike,,,,06/22/1970,,2,U.S. Representative,Republican,NJ,7,01/03/2001,01/05/2009,Roman Catholic,White,Master's degree,Education,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Filner,Bob,,,,09/04/1942,,2,U.S. Representative,Democrat,CA,51,01/03/2003,12/03/2012,Jewish,White,Doctorate degree,Education,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Fitzgerald,Peter,Gosselin,,,10/20/1960,,2,U.S. Senator,Republican,IL,,01/03/1999,01/03/2005,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Flake,Jeff,,,,12/31/1962,,2,U.S. Representative,Republican,AZ,6,01/03/2003,01/03/2013,Mormon,White,Master's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Fletcher,Ernest,L.,,,11/12/1952,,2,U.S. Representative,Republican,KY,6,01/03/1999,12/08/2003,Baptist,White,Professional degree,Medicine,,,,,U.S. Air Force,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Foley,Mark,,,,09/08/1954,,2,U.S. Representative,Republican,FL,16,01/04/1995,09/29/2006,Roman Catholic,White,High School graduate,Misc.,Real Estate,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Forbes,J.,Randy,,Randy,02/17/1952,,2,U.S. Representative,Republican,VA,4,06/19/2001,01/03/2017,Baptist,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Ford,Harold,E.,Jr.,,05/11/1970,,2,U.S. Representative,Democrat,TN,9,01/07/1997,01/03/2007,Baptist,African American,Professional degree,Business or banking,Law,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Female,Other/Unknown
Fossella,Vito,J.,,,03/09/1965,,2,U.S. Representative,Republican,NY,13,11/04/1997,01/05/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Frank,Barney,,,,03/31/1940,,2,U.S. Representative,Democrat,MA,4,01/05/1981,01/03/2013,Jewish,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Franks,Trent,,,,06/19/1957,,2,U.S. Representative,Republican,AZ,2,01/03/2003,01/03/2013,Baptist,Hispanic,High School graduate,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Frelinghuysen,Rodney,P.,,,04/29/1946,,2,U.S. Representative,Republican,NJ,11,01/04/1995,01/03/2019,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Army,,,108,,,,,,,,,,,Other/Unknown,Republican,Male,Other/Unknown
Frist,William,H.,,Bill,02/22/1952,,2,U.S. Senator,Republican,TN,,01/04/1995,01/03/2007,Presbyterian,White,Master's degree,Medicine,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
Frost,Jonas,Martin,,Martin,01/01/1942,,2,U.S. Representative,Democrat,TX,24,01/15/1979,01/03/2005,Jewish,White,Professional degree,Law,,,,,Army Reserve,,,108,,,,,,,,,,,Other/Unknown,Democrat,Male,Other/Unknown
Gallegly,Elton,,,,03/07/1944,,2,U.S. Representative,Republican,CA,24,01/03/2003,01/03/2013,Protestant,White,High School graduate,Real Estate,,,,,Did not serve,,,108,,,,,,,,,,,Other/Unknown,Republican,Female,Other/Unknown
