Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress
Daschle,Thomas,Andrew,,,12/09/1947,,2,U.S. Senator,Democrat,SD,,01/06/1987,01/03/2005,Roman Catholic,White,Bachelor's degree,Congressional Aide,,,,,Air Force,,,108,,,,,,,,,,
Davis,Artur,,,,04/09/1967,,2,U.S. Representative,Democrat,AL,7,01/03/2003,01/03/2011,Not specified,African American,Professional degree,Journalism,Law,,,,Did not serve,,,108,,,,,,,,,,
Davis,Danny,K.,,,09/06/1941,,2,U.S. Representative,Democrat,IL,7,01/07/1997,01/03/2025,Baptist,African American,Doctorate degree,Education,Medicine,Public service/politics,,,Did not serve,,,108,,,,,,,,,,
Davis,Jim,,,,10/11/1957,,2,U.S. Representative,Democrat,FL,11,01/07/1997,01/03/2007,Episcopalian,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Davis,Jo Ann,S.,,,06/29/1950,10/06/2007,1,U.S. Representative,Republican,VA,1,01/03/2001,01/05/2009,Assembly of God,White,High School graduate,,,,,,Did not serve,,,108,,,,,,,,,,
Davis,Lincoln,E,,,09/13/1943,,2,U.S. Representative,Democrat,TN,4,01/03/2003,01/03/2011,Baptist,White,Bachelor's degree,Business or banking,Construction/building trades,Engineering,,,Did not serve,,,108,,,,,,,,,,
Davis,Susan,A.,,,04/13/1944,,1,U.S. Representative,Democrat,CA,53,01/03/2003,01/03/2021,Jewish,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Davis,Thomas,M.,III,,01/05/1949,,2,U.S. Representative,Republican,VA,11,01/04/1995,01/05/2009,Christian Scientist,White,Professional degree,Business or banking,Law,Public service/politics,,,National Guard,,,108,,,,,,,,,,
Dayton,Mark,,,,01/26/1947,,2,U.S. Senator,Democrat,MN,,01/03/2001,01/02/2007,Presbyterian,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,,108,,,,,,,,,,
Deal,John,Nathan,,,08/25/1942,,2,U.S. Representative,Republican,GA,10,01/03/2003,01/03/2007,Baptist,White,Professional degree,Law,,,,,Army,,,108,,,,,,,,,,
DeFazio,Peter,A.,,,05/27/1947,,2,U.S. Representative,Democrat,OR,4,01/06/1987,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Air Force,,,108,,,,,,,,,,
DeGette,Diana,,,,07/29/1957,,1,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2023,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
DeGette,Diana,,,,07/29/1957,,1,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2025,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Delahunt,William,D.,,Bill,07/18/1941,,2,U.S. Representative,Democrat,MA,10,01/07/1997,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Coast Guard,,,108,,,,,,,,,,
DeLauro,Rosa,L.,,,03/02/1943,,1,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
DeLauro,Rosa,L.,,,03/02/1943,,1,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2025,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
DeLay,Thomas,D.,,Tom,04/08/1947,,2,U.S. Representative,Republican,TX,22,01/03/1985,06/09/2006,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
DeMint,James,W,,,09/02/1951,,2,U.S. Representative,Republican,SC,4,01/03/1999,01/03/2005,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Deutsch,Peter,,,,04/01/1957,,2,U.S. Representative,Democrat,FL,20,01/05/1993,01/03/2005,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
DeWine,Michael,,,,01/05/1947,,2,U.S. Senator,Republican,OH,,01/04/1995,01/03/2007,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Diaz-Balart,Lincoln,,,,08/13/1954,,2,U.S. Representative,Republican,FL,21,01/05/1993,01/03/2011,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Diaz-Balart,Mario,,,,09/25/1961,,2,U.S. Representative,Republican,FL,25,01/03/2003,01/03/2011,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Dicks,Norman,DeValois,,,12/16/1940,,2,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,108,,,,,,,,,,
Dingell,John,David,Jr.,,07/08/1926,,2,U.S. Representative,Democrat,MI,15,01/03/2003,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Army,,,108,,,,,,,,,,
Dodd,Christopher,J.,,,05/27/1944,,2,U.S. Senator,Democrat,CT,,01/05/1981,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,,108,,,,,,,,,,
Doggett,Lloyd,,,,10/06/1946,,2,U.S. Representative,Democrat,TX,10,01/04/1995,01/03/2005,Methodist,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,108,,,,,,,,,,
Dole,Elizabeth,Hanford,,Liddy,07/29/1936,,1,U.S. Senator,Republican,NC,,01/03/2003,01/05/2009,Methodist,White,Professional degree,Law,Medicine,,,,Did not serve,,,108,,,,,,,,,,
Domenici,Pete,Vichi,,,05/07/1932,09/13/2017,2,U.S. Senator,Republican,NM,,01/03/1973,01/02/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Dooley,Calvin,M.,,Cal,01/11/1954,,2,U.S. Representative,Democrat,CA,20,01/05/1993,01/02/2005,Methodist,White,Master's degree,Agriculture,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Doolittle,John,T.,,,10/30/1950,,2,U.S. Representative,Republican,CA,4,01/05/1993,01/05/2009,Mormon,White,Professional degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Dorgan,Byron,Leslie,,,05/14/1942,,2,U.S. Senator,Democrat,ND,,01/05/1993,01/03/2011,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Doyle,Michael,F.,Jr.,Mike,08/05/1953,,2,U.S. Representative,Democrat,PA,14,01/03/2003,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Dreier,David,T.,,,07/05/1952,,2,U.S. Representative,Republican,CA,26,01/03/2003,01/03/2013,Christian Scientist,White,Master's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Duncan,John,J.,Jr.,"Jimmy, Jr.",07/21/1947,,2,U.S. Representative,Republican,TN,2,01/03/1989,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Army National Guard,,,108,,,,,,,,,,
Dunn,Jennifer,,,,07/29/1941,09/05/2007,1,U.S. Representative,Republican,WA,8,01/05/1993,01/03/2005,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Durbin,Richard,Joseph,,,11/21/1944,,2,U.S. Senator,Democrat,IL,,01/20/1997,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Edwards,John,,,,06/10/1953,,2,U.S. Senator,Democrat,NC,,01/03/1999,01/03/2005,Methodist,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Edwards,Thomas,Chester,,Chet,11/24/1951,,2,U.S. Representative,Democrat,TX,11,01/03/1991,01/03/2005,Methodist,White,Master's degree,Business or banking,Misc.,,,,Did not serve,,,108,,,,,,,,,,
Ehlers,Vernon,J.,,,02/06/1934,08/15/2017,2,U.S. Representative,Republican,MI,3,12/07/1993,01/03/2011,Christian,White,Doctorate degree,Education,Medicine,,,,Did not serve,,,108,,,,,,,,,,
Emanuel,Rahm,,,,11/29/1959,,2,U.S. Representative,Democrat,IL,5,01/03/2003,01/05/2009,Jewish,White,Master's degree,Congressional Aide,,,,,Did not serve,,,108,,,,,,,,,,
Emerson,Jo Ann,,,,09/16/1950,,1,U.S. Representative,Republican,MO,8,01/08/1997,01/22/2013,Presbyterian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Engel,Eliot,L.,,,02/18/1947,,2,U.S. Representative,Democrat,NY,17,01/05/1993,01/03/2013,Jewish,White,Professional degree,Education,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
English,Philip,S.,,Phil,06/20/1956,,2,U.S. Representative,Republican,PA,3,01/03/2003,01/05/2009,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Ensign,John,Eric,,,03/25/1958,,2,U.S. Senator,Republican,NV,,01/03/2001,05/03/2011,Christian,White,Professional degree,Business or banking,Medicine,,,,Did not serve,,,108,,,,,,,,,,
Enzi,Michael,B.,,,02/01/1944,07/26/2021,2,U.S. Senator,Republican,WY,,01/03/1997,01/03/2021,Presbyterian,White,Master's degree,Business or banking,,,,,Air National Guard-Wyoming,,,108,,,,,,,,,,
Eshoo,Anna,G.,,,12/13/1942,,1,U.S. Representative,Democrat,CA,14,01/05/1993,01/03/2013,Roman Catholic,White,Associate degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Etheridge,Bobby,R.,,Bob,08/07/1941,,2,U.S. Representative,Democrat,NC,2,01/07/1997,01/03/2011,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,Public service/politics,,,Army,,,108,,,,,,,,,,
Evans,Lane,Allen,,,08/04/1951,,2,U.S. Representative,Democrat,IL,17,01/03/1983,01/03/2007,Roman Catholic,White,Professional degree,Law,,,,,Marine Corps,,,108,,,,,,,,,,
Everett,Terry,,,,02/15/1937,,2,U.S. Representative,Republican,AL,2,01/05/1993,01/05/2009,Baptist,White,High School graduate,Agriculture,Business or banking,Journalism,Real Estate,,Air Force,,,108,,,,,,,,,,
Farr,Sam,,,,07/04/1941,,2,U.S. Representative,Democrat,CA,17,06/08/1993,01/03/2013,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Fattah,Chaka,,,,11/21/1956,,2,U.S. Representative,Democrat,PA,2,01/04/1995,06/23/2016,Baptist,African American,Master's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Feeney,Thomas,C.,III,,05/21/1958,,2,U.S. Representative,Republican,FL,24,01/03/2003,01/05/2009,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Feingold,Russell,D.,,,03/02/1953,,2,U.S. Senator,Democrat,WI,,01/05/1993,01/03/2011,Jewish,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Feinstein,Dianne,,,,06/22/1933,09/29/2023,1,U.S. Senator,Democrat,CA,,11/04/1992,09/29/2023,Jewish,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Ferguson,Mike,,,,06/22/1970,,2,U.S. Representative,Republican,NJ,7,01/03/2001,01/05/2009,Roman Catholic,White,Master's degree,Education,,,,,Did not serve,,,108,,,,,,,,,,
Filner,Bob,,,,09/04/1942,,2,U.S. Representative,Democrat,CA,51,01/03/2003,12/03/2012,Jewish,White,Doctorate degree,Education,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Fitzgerald,Peter,Gosselin,,,10/20/1960,,2,U.S. Senator,Republican,IL,,01/03/1999,01/03/2005,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Flake,Jeff,,,,12/31/1962,,2,U.S. Representative,Republican,AZ,6,01/03/2003,01/03/2013,Mormon,White,Master's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Fletcher,Ernest,L.,,,11/12/1952,,2,U.S. Representative,Republican,KY,6,01/03/1999,12/08/2003,Baptist,White,Professional degree,Medicine,,,,,U.S. Air Force,,,108,,,,,,,,,,
Foley,Mark,,,,09/08/1954,,2,U.S. Representative,Republican,FL,16,01/04/1995,09/29/2006,Roman Catholic,White,High School graduate,Misc.,Real Estate,,,,Did not serve,,,108,,,,,,,,,,
Forbes,J.,Randy,,Randy,02/17/1952,,2,U.S. Representative,Republican,VA,4,06/19/2001,01/03/2017,Baptist,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Ford,Harold,E.,Jr.,,05/11/1970,,2,U.S. Representative,Democrat,TN,9,01/07/1997,01/03/2007,Baptist,African American,Professional degree,Business or banking,Law,,,,Did not serve,,,108,,,,,,,,,,
Fossella,Vito,J.,,,03/09/1965,,2,U.S. Representative,Republican,NY,13,11/04/1997,01/05/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Frank,Barney,,,,03/31/1940,,2,U.S. Representative,Democrat,MA,4,01/05/1981,01/03/2013,Jewish,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,108,,,,,,,,,,
Franks,Trent,,,,06/19/1957,,2,U.S. Representative,Republican,AZ,2,01/03/2003,01/03/2013,Baptist,Hispanic,High School graduate,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Frelinghuysen,Rodney,P.,,,04/29/1946,,2,U.S. Representative,Republican,NJ,11,01/04/1995,01/03/2019,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Army,,,108,,,,,,,,,,
Frist,William,H.,,Bill,02/22/1952,,2,U.S. Senator,Republican,TN,,01/04/1995,01/03/2007,Presbyterian,White,Master's degree,Medicine,,,,,Did not serve,,,108,,,,,,,,,,
Frost,Jonas,Martin,,Martin,01/01/1942,,2,U.S. Representative,Democrat,TX,24,01/15/1979,01/03/2005,Jewish,White,Professional degree,Law,,,,,Army Reserve,,,108,,,,,,,,,,
Gallegly,Elton,,,,03/07/1944,,2,U.S. Representative,Republican,CA,24,01/03/2003,01/03/2013,Protestant,White,High School graduate,Real Estate,,,,,Did not serve,,,108,,,,,,,,,,
Garrett,E.,Scott,,Scott,07/09/1959,,2,U.S. Representative,Republican,NJ,5,01/03/2003,01/03/2017,Protestant,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Gephardt,Richard,Andrew,,Dick,01/31/1941,,2,U.S. Representative,Democrat,MO,3,01/03/1977,01/03/2005,Baptist,White,Professional degree,Law,,,,,Air National Guard,,,108,,,,,,,,,,
Gerlach,James,William,,Jim,02/25/1955,,2,U.S. Representative,Republican,PA,6,01/03/2003,01/03/2015,Not specified,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Gibbons,James,,,Jim,12/16/1944,,2,U.S. Representative,Republican,NV,2,01/07/1997,01/03/2007,Protestant,White,Professional degree,Aeronautics,Business or banking,Law,Misc.,,Air Force,,,108,,,,,,,,,,
Gilchrest,Wayne,T.,,,04/15/1946,,2,U.S. Representative,Republican,MD,1,01/03/1991,01/05/2009,Methodist,White,Bachelor's degree,Education,,,,,Marine Corps,,,108,,,,,,,,,,
Gillmor,Paul,E.,,,02/01/1939,09/05/2007,2,U.S. Representative,Republican,OH,5,01/03/1989,09/05/2007,Methodist,White,Professional degree,Law,,,,,Air Force,Army Air Corps,,108,,,,,,,,,,
Gingrey,John,Philip,,Phil,07/10/1942,,2,U.S. Representative,Republican,GA,11,01/03/2003,01/03/2015,Roman Catholic,White,Professional degree,Medicine,,,,,Did not serve,,,108,,,,,,,,,,
Gonzalez,Charles,A,,Charlie,05/05/1945,,2,U.S. Representative,Democrat,TX,20,01/03/1999,01/03/2013,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Goode,Virgil,H.,Jr.,,10/17/1946,,2,U.S. Representative,Republican,VA,5,08/01/2002,01/05/2009,Baptist,White,Professional degree,Law,,,,,National Guard-Virginia,Navy,,108,,,,,,,,,,
Goodlatte,Robert,W.,,Bob,09/22/1952,,2,U.S. Representative,Republican,VA,6,01/05/1993,01/03/2019,Christian Scientist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,108,,,,,,,,,,
Gordon,Barton,Jennings,,Bart,01/24/1949,,2,U.S. Representative,Democrat,TN,6,01/03/1985,01/03/2011,Methodist,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Goss,Porter,J.,,,11/26/1938,,2,U.S. Representative,Republican,FL,14,01/05/1993,09/23/2004,Presbyterian,White,Bachelor's degree,Business or banking,Journalism,Public service/politics,,,Army,,,108,,,,,,,,,,
Graham,Daniel,Robert,,Bob,11/09/1936,,2,U.S. Senator,Democrat,FL,,01/06/1987,01/03/2005,United Church of Christ,White,Professional degree,Agriculture,Public service/politics,Real Estate,,,Did not serve,,,108,,,,,,,,,,
Graham,Lindsey,O.,,,07/09/1955,,2,U.S. Senator,Republican,SC,,01/20/2003,01/03/2027,Southern Baptist,White,Professional degree,Law,,,,,Air Force,Air Force Reserve,SC Air National Guard,108,,,,,,,,,,
Granger,Kay,,,,01/18/1943,,1,U.S. Representative,Republican,TX,12,01/20/1997,01/03/2025,Methodist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Grassley,Charles,Ernest,,,09/17/1933,,2,U.S. Senator,Republican,IA,,01/05/1981,01/03/2023,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,,108,,,,,,,,,,
Grassley,Charles,Ernest,,,09/17/1933,,2,U.S. Senator,Republican,IA,,01/05/1981,01/03/2029,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,,108,,,,,,,,,,
Graves,Sam,,,,11/07/1963,,2,U.S. Representative,Republican,MO,6,01/20/2001,01/03/2025,Baptist,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,108,,,,,,,,,,
Green,Gene,,,,10/17/1947,,2,U.S. Representative,Democrat,TX,29,01/05/1993,01/03/2019,Methodist,White,Bachelor's degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Green,Mark,,,,06/01/1960,,2,U.S. Representative,Republican,WI,8,01/03/1999,01/03/2007,Roman Catholic,White,Professional degree,,,,,,Did not serve,,,108,,,,,,,,,,
Greenwood,James,C.,,,05/04/1951,,2,U.S. Representative,Republican,PA,8,01/05/1993,01/03/2005,Presbyterian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,108,,,,,,,,,,
Gregg,Judd,Alan,,,02/14/1947,,2,U.S. Senator,Republican,NH,,01/05/1993,01/03/2011,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Grijalva,Raúl,Manuel,,,02/19/1948,,2,U.S. Representative,Democrat,AZ,7,01/03/2003,01/03/2013,Roman Catholic,Hispanic,Bachelor's degree,Education,,,,,Did not serve,,,108,,,,,,,,,,
Gutierrez,Luis,V.,,,12/10/1953,,2,U.S. Representative,Democrat,IL,4,01/05/1993,01/03/2019,Roman Catholic,Hispanic,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Gutknecht,Gil,,,,03/20/1951,,2,U.S. Representative,Republican,MN,1,01/04/1995,01/03/2007,Roman Catholic,White,Bachelor's degree,Business or banking,Misc.,Real Estate,,,Did not serve,,,108,,,,,,,,,,
Hagel,Chuck,,,,10/04/1946,,2,U.S. Senator,Republican,NE,,01/07/1997,01/02/2009,Episcopalian,White,Bachelor's degree,Business or banking,Congressional Aide,Journalism,,,Army,,,108,,,,,,,,,,
Hall,Ralph,Moody,,,05/03/1923,03/07/2019,2,U.S. Representative,Republican,TX,4,01/02/2004,01/03/2015,Methodist,White,Professional degree,Business or banking,Law,,,,Navy,,,108,,,,,,,,,,
Hall,Ralph,Moody,,,05/03/1923,03/07/2019,2,U.S. Representative,Democrat,TX,4,01/05/1981,01/01/2004,Methodist,White,Professional degree,Business or banking,Law,,,,Navy,,,108,,,,,,,,,,
Harkin,Thomas,Richard,,Tom,11/19/1939,,2,U.S. Senator,Democrat,IA,,01/03/1985,01/03/2015,Roman Catholic,White,Professional degree,Law,,,,,Reserve,,,108,,,,,,,,,,
Harman,Jane,F.,,,06/28/1945,,1,U.S. Representative,Democrat,CA,36,01/03/2001,02/28/2011,Jewish,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,108,,,,,,,,,,
Harris,Katherine,,,,04/05/1957,,1,U.S. Representative,Republican,FL,13,01/03/2003,01/03/2007,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Hart,Melissa,,,,03/05/1962,,1,U.S. Representative,Republican,PA,4,01/03/2001,01/03/2007,Roman Catholic,White,Master's degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Hastert,Dennis,,,,01/02/1942,,2,U.S. Representative,Republican,IL,14,01/06/1987,11/26/2007,Protestant,White,Master's degree,Education,Misc.,Sports,,,Did not serve,,,108,,,,,,,,,,
Hastings,Alcee,L.,,,09/05/1936,04/06/2021,2,U.S. Representative,Democrat,FL,23,01/05/1993,01/03/2013,African Methodist Episcopalian,African American,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Hastings,Richard,,,Doc,02/07/1941,,2,U.S. Representative,Republican,WA,4,01/04/1995,01/03/2015,Roman Catholic,White,Unknown,Business or banking,,,,,Army Reserve,,,108,,,,,,,,,,
Hatch,Orrin,Grant,,,03/22/1934,,2,U.S. Senator,Republican,UT,,01/04/1977,01/03/2019,Mormon,White,Professional degree,Law,,,,,Did not serve,,,108,,,,,,,,,,
Hayes,Robert,,,Robin,08/14/1945,,2,U.S. Representative,Republican,NC,8,01/03/1999,01/05/2009,Presbyterian,White,Professional degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Hayworth,J.,D.,,,07/12/1958,,2,U.S. Representative,Republican,AZ,5,01/03/2003,01/03/2007,Baptist,White,Bachelor's degree,Business or banking,Journalism,Misc.,,,Did not serve,,,108,,,,,,,,,,
Hefley,Joel,,,,04/18/1935,,2,U.S. Representative,Republican,CO,5,01/06/1987,01/03/2007,Baptist,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,,108,,,,,,,,,,
Hensarling,Jeb,,,,05/29/1957,,2,U.S. Representative,Republican,TX,5,01/03/2003,01/03/2019,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Herger,Walter,William,,Wally,05/20/1945,,2,U.S. Representative,Republican,CA,2,01/06/1987,01/03/2013,Mormon,White,Associate degree,Agriculture,Business or banking,,,,Did not serve,,,108,,,,,,,,,,
Herseth-Sandlin,Stephanie,,,,12/03/1970,,1,U.S. Representative,Democrat,SD,AL,06/01/2004,01/03/2011,Lutheran,White,Professional degree,Labor leader,,,,,Did not serve,,,108,,,,,,,,,,
Hill,Baron,P.,,,06/23/1953,,2,U.S. Representative,Democrat,IN,9,01/03/1999,01/03/2005,Christian,White,Professional degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Hinchey,Maurice,D.,,,10/27/1938,11/22/2017,2,U.S. Representative,Democrat,NY,22,01/03/2003,01/03/2013,Roman Catholic,White,Master's degree,Public service/politics,,,,,Navy,,,108,,,,,,,,,,
Hinojosa,Ruben,,,,08/20/1940,,2,U.S. Representative,Democrat,TX,15,01/07/1997,01/03/2017,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,,108,,,,,,,,,,
Hobson,David,L.,,,10/17/1936,,2,U.S. Representative,Republican,OH,7,01/03/1991,01/05/2009,Methodist,White,Professional degree,Business or banking,Real Estate,,,,Air National Guard-Ohio,,,108,,,,,,,,,,
Hoeffel,Joseph,M.,,,09/03/1950,,2,U.S. Representative,Democrat,PA,13,01/03/1999,01/03/2005,Protestant,White,Professional degree,,,,,,Did not serve,,,108,,,,,,,,,,
